PLZ	City	State	County	address
15754	Blossin	Brandenburg	Landkreis Dahme-Spreewald	15754, Blossin, Landkreis Dahme-Spreewald, Brandenburg
15754	Senzig	Brandenburg	Landkreis Dahme-Spreewald	15754, Senzig, Landkreis Dahme-Spreewald, Brandenburg
15754	Wolzig	Brandenburg	Landkreis Dahme-Spreewald	15754, Wolzig, Landkreis Dahme-Spreewald, Brandenburg
15755	Teupitz	Brandenburg	Landkreis Dahme-Spreewald	15755, Teupitz, Landkreis Dahme-Spreewald, Brandenburg
15755	Töpchin	Brandenburg	Landkreis Dahme-Spreewald	15755, Töpchin, Landkreis Dahme-Spreewald, Brandenburg
15755	Schwerin	Brandenburg	Landkreis Dahme-Spreewald	15755, Schwerin, Landkreis Dahme-Spreewald, Brandenburg
15757	Freidorf	Brandenburg	Landkreis Dahme-Spreewald	15757, Freidorf, Landkreis Dahme-Spreewald, Brandenburg
15757	Briesen	Brandenburg	Landkreis Dahme-Spreewald	15757, Briesen, Landkreis Dahme-Spreewald, Brandenburg
15757	Oderin	Brandenburg	Landkreis Dahme-Spreewald	15757, Oderin, Landkreis Dahme-Spreewald, Brandenburg
15757	Halbe	Brandenburg	Landkreis Dahme-Spreewald	15757, Halbe, Landkreis Dahme-Spreewald, Brandenburg
15757	Löpten	Brandenburg	Landkreis Dahme-Spreewald	15757, Löpten, Landkreis Dahme-Spreewald, Brandenburg
15758	Kablow	Brandenburg	Landkreis Dahme-Spreewald	15758, Kablow, Landkreis Dahme-Spreewald, Brandenburg
15758	Zernsdorf	Brandenburg	Landkreis Dahme-Spreewald	15758, Zernsdorf, Landkreis Dahme-Spreewald, Brandenburg
15806	Schöneiche	Brandenburg	Landkreis Teltow-Fläming	15806, Schöneiche, Landkreis Teltow-Fläming, Brandenburg
15806	Glienick	Brandenburg	Landkreis Teltow-Fläming	15806, Glienick, Landkreis Teltow-Fläming, Brandenburg
15806	Telz	Brandenburg	Landkreis Dahme-Spreewald	15806, Telz, Landkreis Dahme-Spreewald, Brandenburg
15806	Gadsdorf	Brandenburg	Landkreis Teltow-Fläming	15806, Gadsdorf, Landkreis Teltow-Fläming, Brandenburg
15806	Nunsdorf	Brandenburg	Landkreis Teltow-Fläming	15806, Nunsdorf, Landkreis Teltow-Fläming, Brandenburg
15806	Groß Schulzendorf	Brandenburg	Landkreis Teltow-Fläming	15806, Groß Schulzendorf, Landkreis Teltow-Fläming, Brandenburg
15806	Kallinchen	Brandenburg	Landkreis Teltow-Fläming	15806, Kallinchen, Landkreis Teltow-Fläming, Brandenburg
15806	Mellensee	Brandenburg	Landkreis Teltow-Fläming	15806, Mellensee, Landkreis Teltow-Fläming, Brandenburg
15806	Saalow	Brandenburg	Landkreis Teltow-Fläming	15806, Saalow, Landkreis Teltow-Fläming, Brandenburg
15806	Nächst Neuendorf	Brandenburg	Landkreis Teltow-Fläming	15806, Nächst Neuendorf, Landkreis Teltow-Fläming, Brandenburg
15806	Zossen	Brandenburg	Landkreis Teltow-Fläming	15806, Zossen, Landkreis Teltow-Fläming, Brandenburg
15806	Kummersdorf-Alexanderdorf	Brandenburg	Landkreis Teltow-Fläming	15806, Kummersdorf-Alexanderdorf, Landkreis Teltow-Fläming, Brandenburg
15806	Rehagen	Brandenburg	Landkreis Teltow-Fläming	15806, Rehagen, Landkreis Teltow-Fläming, Brandenburg
15806	Groß Machnow	Brandenburg	Landkreis Teltow-Fläming	15806, Groß Machnow, Landkreis Teltow-Fläming, Brandenburg
15827	Dahlewitz	Brandenburg	Landkreis Teltow-Fläming	15827, Dahlewitz, Landkreis Teltow-Fläming, Brandenburg
15827	Blankenfelde	Brandenburg	Landkreis Teltow-Fläming	15827, Blankenfelde, Landkreis Teltow-Fläming, Brandenburg
15831	Jühnsdorf	Brandenburg	Landkreis Teltow-Fläming	15831, Jühnsdorf, Landkreis Teltow-Fläming, Brandenburg
15831	Mahlow	Brandenburg	Landkreis Teltow-Fläming	15831, Mahlow, Landkreis Teltow-Fläming, Brandenburg
15831	Selchow	Brandenburg	Landkreis Dahme-Spreewald	15831, Selchow, Landkreis Dahme-Spreewald, Brandenburg
15831	Diepensee	Brandenburg	Landkreis Teltow-Fläming	15831, Diepensee, Landkreis Teltow-Fläming, Brandenburg
15831	Großziethen	Brandenburg	Landkreis Dahme-Spreewald	15831, Großziethen, Landkreis Dahme-Spreewald, Brandenburg
15831	Groß Kienitz	Brandenburg	Landkreis Teltow-Fläming	15831, Groß Kienitz, Landkreis Teltow-Fläming, Brandenburg
15831	Waßmannsdorf	Brandenburg	Landkreis Teltow-Fläming	15831, Waßmannsdorf, Landkreis Teltow-Fläming, Brandenburg
15834	Rangsdorf	Brandenburg	Landkreis Teltow-Fläming	15834, Rangsdorf, Landkreis Teltow-Fläming, Brandenburg
15837	Baruth/Mark	Brandenburg	Landkreis Teltow-Fläming	15837, Baruth/Mark, Landkreis Teltow-Fläming, Brandenburg
15838	Sperenberg	Brandenburg	Landkreis Teltow-Fläming	15838, Sperenberg, Landkreis Teltow-Fläming, Brandenburg
15838	Wünsdorf	Brandenburg	Landkreis Teltow-Fläming	15838, Wünsdorf, Landkreis Teltow-Fläming, Brandenburg
15838	Klausdorf	Brandenburg	Landkreis Teltow-Fläming	15838, Klausdorf, Landkreis Teltow-Fläming, Brandenburg
15838	Kummersdorf-Gut	Brandenburg	Landkreis Teltow-Fläming	15838, Kummersdorf-Gut, Landkreis Teltow-Fläming, Brandenburg
15848	Plattkow	Brandenburg	Landkreis Dahme-Spreewald	15848, Plattkow, Landkreis Dahme-Spreewald, Brandenburg
15848	Tauche Stremmen	Brandenburg	Landkreis Oder-Spree	15848, Tauche Stremmen, Landkreis Oder-Spree, Brandenburg
15848	Friedland Leißnitz	Brandenburg	Landkreis Oder-Spree	15848, Friedland Leißnitz, Landkreis Oder-Spree, Brandenburg
15848	Speichrow	Brandenburg	Landkreis Dahme-Spreewald	15848, Speichrow, Landkreis Dahme-Spreewald, Brandenburg
15848	Tauche Trebatsch	Brandenburg	Landkreis Oder-Spree	15848, Tauche Trebatsch, Landkreis Oder-Spree, Brandenburg
15848	Tauche Kossenblatt	Brandenburg	Landkreis Oder-Spree	15848, Tauche Kossenblatt, Landkreis Oder-Spree, Brandenburg
15848	Beeskow Krügersdorf	Brandenburg	Landkreis Oder-Spree	15848, Beeskow Krügersdorf, Landkreis Oder-Spree, Brandenburg
15848	Tauche Briescht	Brandenburg	Landkreis Oder-Spree	15848, Tauche Briescht, Landkreis Oder-Spree, Brandenburg
15848	Friedland	Brandenburg	Landkreis Oder-Spree	15848, Friedland, Landkreis Oder-Spree, Brandenburg
15848	Tauche Falkenberg	Brandenburg	Landkreis Oder-Spree	15848, Tauche Falkenberg, Landkreis Oder-Spree, Brandenburg
15848	Beeskow Kohlsdorf	Brandenburg	Landkreis Oder-Spree	15848, Beeskow Kohlsdorf, Landkreis Oder-Spree, Brandenburg
15848	Tauche Giesensdorf	Brandenburg	Landkreis Oder-Spree	15848, Tauche Giesensdorf, Landkreis Oder-Spree, Brandenburg
15848	Tauche Mittweide	Brandenburg	Landkreis Oder-Spree	15848, Tauche Mittweide, Landkreis Oder-Spree, Brandenburg
15848	Tauche Lindenberg	Brandenburg	Landkreis Oder-Spree	15848, Tauche Lindenberg, Landkreis Oder-Spree, Brandenburg
15848	Friedland Pieskow	Brandenburg	Landkreis Oder-Spree	15848, Friedland Pieskow, Landkreis Oder-Spree, Brandenburg
15848	Tauche Ranzig	Brandenburg	Landkreis Oder-Spree	15848, Tauche Ranzig, Landkreis Oder-Spree, Brandenburg
15848	Tauche Tauche	Brandenburg	Landkreis Oder-Spree	15848, Tauche Tauche, Landkreis Oder-Spree, Brandenburg
15848	Tauche Görsdorf bei Beeskow	Brandenburg	Landkreis Oder-Spree	15848, Tauche Görsdorf bei Beeskow, Landkreis Oder-Spree, Brandenburg
15848	Tauche Werder	Brandenburg	Landkreis Oder-Spree	15848, Tauche Werder, Landkreis Oder-Spree, Brandenburg
15848	Beeskow	Brandenburg	Landkreis Oder-Spree	15848, Beeskow, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Sauen	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Sauen, Landkreis Oder-Spree, Brandenburg
15848	Tauche	Brandenburg	Landkreis Oder-Spree	15848, Tauche, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Drahendorf	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Drahendorf, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Groß Rietz	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Groß Rietz, Landkreis Oder-Spree, Brandenburg
15848	Friedland Kummerow	Brandenburg	Landkreis Oder-Spree	15848, Friedland Kummerow, Landkreis Oder-Spree, Brandenburg
15848	Beeskow Neuendorf	Brandenburg	Landkreis Oder-Spree	15848, Beeskow Neuendorf, Landkreis Oder-Spree, Brandenburg
15848	Beeskow Radinkendorf	Brandenburg	Landkreis Oder-Spree	15848, Beeskow Radinkendorf, Landkreis Oder-Spree, Brandenburg
15848	Friedland Karras	Brandenburg	Landkreis Oder-Spree	15848, Friedland Karras, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Ahrensdorf	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Ahrensdorf, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf, Landkreis Oder-Spree, Brandenburg
15848	Friedland Weichensdorf	Brandenburg	Landkreis Oder-Spree	15848, Friedland Weichensdorf, Landkreis Oder-Spree, Brandenburg
15848	Friedland Chossewitz	Brandenburg	Landkreis Oder-Spree	15848, Friedland Chossewitz, Landkreis Oder-Spree, Brandenburg
15848	Friedland Niewisch	Brandenburg	Landkreis Oder-Spree	15848, Friedland Niewisch, Landkreis Oder-Spree, Brandenburg
15848	Friedland Günthersdorf	Brandenburg	Landkreis Oder-Spree	15848, Friedland Günthersdorf, Landkreis Oder-Spree, Brandenburg
15848	Ragow-Merz Ragow	Brandenburg	Landkreis Oder-Spree	15848, Ragow-Merz Ragow, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Birkholz	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Birkholz, Landkreis Oder-Spree, Brandenburg
15848	Beeskow Schneeberg	Brandenburg	Landkreis Oder-Spree	15848, Beeskow Schneeberg, Landkreis Oder-Spree, Brandenburg
15848	Friedland Reudnitz	Brandenburg	Landkreis Oder-Spree	15848, Friedland Reudnitz, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Herzberg	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Herzberg, Landkreis Oder-Spree, Brandenburg
15848	Beeskow Oegeln	Brandenburg	Landkreis Oder-Spree	15848, Beeskow Oegeln, Landkreis Oder-Spree, Brandenburg
15848	Friedland Friedland	Brandenburg	Landkreis Oder-Spree	15848, Friedland Friedland, Landkreis Oder-Spree, Brandenburg
15848	Beeskow Bornow	Brandenburg	Landkreis Oder-Spree	15848, Beeskow Bornow, Landkreis Oder-Spree, Brandenburg
15848	Friedland Schadow	Brandenburg	Landkreis Oder-Spree	15848, Friedland Schadow, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Buckow	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Buckow, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Görzig	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Görzig, Landkreis Oder-Spree, Brandenburg
15848	Friedland Groß Briesen	Brandenburg	Landkreis Oder-Spree	15848, Friedland Groß Briesen, Landkreis Oder-Spree, Brandenburg
15848	Ragow-Merz	Brandenburg	Landkreis Oder-Spree	15848, Ragow-Merz, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Behrensdorf	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Behrensdorf, Landkreis Oder-Spree, Brandenburg
15848	Friedland Klein Muckrow	Brandenburg	Landkreis Oder-Spree	15848, Friedland Klein Muckrow, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Pfaffendorf	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Pfaffendorf, Landkreis Oder-Spree, Brandenburg
15848	Ragow-Merz Merz	Brandenburg	Landkreis Oder-Spree	15848, Ragow-Merz Merz, Landkreis Oder-Spree, Brandenburg
15848	Friedland Lindow	Brandenburg	Landkreis Oder-Spree	15848, Friedland Lindow, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Neubrück (Spree)	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Neubrück (Spree), Landkreis Oder-Spree, Brandenburg
15848	Friedland Zeust	Brandenburg	Landkreis Oder-Spree	15848, Friedland Zeust, Landkreis Oder-Spree, Brandenburg
15848	Rietz-Neuendorf Wilmersdorf	Brandenburg	Landkreis Oder-Spree	15848, Rietz-Neuendorf Wilmersdorf, Landkreis Oder-Spree, Brandenburg
15859	Philadelphia	Brandenburg	Landkreis Oder-Spree	15859, Philadelphia, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark)	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark), Landkreis Oder-Spree, Brandenburg
15859	Kehrigk	Brandenburg	Landkreis Oder-Spree	15859, Kehrigk, Landkreis Oder-Spree, Brandenburg
15859	Rieplos	Brandenburg	Landkreis Oder-Spree	15859, Rieplos, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark) Bugk	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark) Bugk, Landkreis Oder-Spree, Brandenburg
15859	Kummersdorf	Brandenburg	Landkreis Oder-Spree	15859, Kummersdorf, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark) Groß Eichholz	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark) Groß Eichholz, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark) Alt Stahnsdorf	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark) Alt Stahnsdorf, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark) Selchow	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark) Selchow, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark) Schwerin	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark) Schwerin, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark) Wochowsee	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark) Wochowsee, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark) Groß Schauen	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark) Groß Schauen, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark) Limsdorf	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark) Limsdorf, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark) Storkow	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark) Storkow, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark) Kummersdorf	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark) Kummersdorf, Landkreis Oder-Spree, Brandenburg
15859	Storkow (Mark) Görsdorf bei Storkow	Brandenburg	Landkreis Oder-Spree	15859, Storkow (Mark) Görsdorf bei Storkow, Landkreis Oder-Spree, Brandenburg
15864	Wendisch Rietz	Brandenburg	Landkreis Oder-Spree	15864, Wendisch Rietz, Landkreis Oder-Spree, Brandenburg
15864	Diensdorf-Radlow	Brandenburg	Landkreis Oder-Spree	15864, Diensdorf-Radlow, Landkreis Oder-Spree, Brandenburg
15864	Rietz-Neuendorf Glienicke	Brandenburg	Landkreis Oder-Spree	15864, Rietz-Neuendorf Glienicke, Landkreis Oder-Spree, Brandenburg
15864	Rietz-Neuendorf	Brandenburg	Landkreis Oder-Spree	15864, Rietz-Neuendorf, Landkreis Oder-Spree, Brandenburg
15868	Ullersdorf	Brandenburg	Landkreis Dahme-Spreewald	15868, Ullersdorf, Landkreis Dahme-Spreewald, Brandenburg
15868	Friedland Groß Muckrow	Brandenburg	Landkreis Dahme-Spreewald	15868, Friedland Groß Muckrow, Landkreis Dahme-Spreewald, Brandenburg
15868	Leeskow	Brandenburg	Landkreis Dahme-Spreewald	15868, Leeskow, Landkreis Dahme-Spreewald, Brandenburg
15868	Doberburg	Brandenburg	Landkreis Dahme-Spreewald	15868, Doberburg, Landkreis Dahme-Spreewald, Brandenburg
15868	Friedland	Brandenburg	Landkreis Dahme-Spreewald	15868, Friedland, Landkreis Dahme-Spreewald, Brandenburg
15868	Lieberose	Brandenburg	Landkreis Dahme-Spreewald	15868, Lieberose, Landkreis Dahme-Spreewald, Brandenburg
15868	Jamlitz	Brandenburg	Landkreis Dahme-Spreewald	15868, Jamlitz, Landkreis Dahme-Spreewald, Brandenburg
15890	Siehdichum	Brandenburg	Landkreis Oder-Spree	15890, Siehdichum, Landkreis Oder-Spree, Brandenburg
15890	Siehdichum Rießen	Brandenburg	Landkreis Oder-Spree	15890, Siehdichum Rießen, Landkreis Oder-Spree, Brandenburg
15890	Vogelsang	Brandenburg	Landkreis Oder-Spree	15890, Vogelsang, Landkreis Oder-Spree, Brandenburg
15890	Siehdichum Pohlitz	Brandenburg	Landkreis Oder-Spree	15890, Siehdichum Pohlitz, Landkreis Oder-Spree, Brandenburg
15890	Siehdichum Schernsdorf	Brandenburg	Landkreis Oder-Spree	15890, Siehdichum Schernsdorf, Landkreis Oder-Spree, Brandenburg
15890	Schlaubetal Bremsdorf	Brandenburg	Landkreis Oder-Spree	15890, Schlaubetal Bremsdorf, Landkreis Oder-Spree, Brandenburg
15890	Eisenhüttenstadt Fürstenberg	Brandenburg	Landkreis Oder-Spree	15890, Eisenhüttenstadt Fürstenberg, Landkreis Oder-Spree, Brandenburg
15890	Schlaubetal	Brandenburg	Landkreis Oder-Spree	15890, Schlaubetal, Landkreis Oder-Spree, Brandenburg
15890	Schlaubetal Fünfeichen	Brandenburg	Landkreis Oder-Spree	15890, Schlaubetal Fünfeichen, Landkreis Oder-Spree, Brandenburg
15890	Eisenhüttenstadt	Brandenburg	Landkreis Oder-Spree	15890, Eisenhüttenstadt, Landkreis Oder-Spree, Brandenburg
15890	Schlaubetal Kieselwitz	Brandenburg	Landkreis Oder-Spree	15890, Schlaubetal Kieselwitz, Landkreis Oder-Spree, Brandenburg
15890	Eisenhüttenstadt Schönfließ	Brandenburg	Landkreis Oder-Spree	15890, Eisenhüttenstadt Schönfließ, Landkreis Oder-Spree, Brandenburg
15890	Eisenhüttenstadt Diehlo	Brandenburg	Landkreis Oder-Spree	15890, Eisenhüttenstadt Diehlo, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Schwerzko	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Schwerzko, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Göhlen	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Göhlen, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Henzendorf	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Henzendorf, Landkreis Oder-Spree, Brandenburg
15898	Neißemünde Coschen	Brandenburg	Landkreis Oder-Spree	15898, Neißemünde Coschen, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Möbiskruge	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Möbiskruge, Landkreis Oder-Spree, Brandenburg
15898	Neißemünde Ratzdorf	Brandenburg	Landkreis Oder-Spree	15898, Neißemünde Ratzdorf, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Streichwitz	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Streichwitz, Landkreis Oder-Spree, Brandenburg
15898	Neißemünde Breslack	Brandenburg	Landkreis Oder-Spree	15898, Neißemünde Breslack, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Bomsdorf	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Bomsdorf, Landkreis Oder-Spree, Brandenburg
15898	Neißemünde	Brandenburg	Landkreis Oder-Spree	15898, Neißemünde, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Ossendorf	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Ossendorf, Landkreis Oder-Spree, Brandenburg
15898	Neißemünde Wellmitz	Brandenburg	Landkreis Oder-Spree	15898, Neißemünde Wellmitz, Landkreis Oder-Spree, Brandenburg
15898	Lawitz	Brandenburg	Landkreis Oder-Spree	15898, Lawitz, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Kobbeln	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Kobbeln, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Treppeln	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Treppeln, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Neuzelle	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Neuzelle, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Steinsdorf	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Steinsdorf, Landkreis Oder-Spree, Brandenburg
15898	Neuzelle Bahro	Brandenburg	Landkreis Oder-Spree	15898, Neuzelle Bahro, Landkreis Oder-Spree, Brandenburg
15907	Lübben (Spreewald)	Brandenburg	Landkreis Dahme-Spreewald	15907, Lübben (Spreewald), Landkreis Dahme-Spreewald, Brandenburg
15910	Gröditsch	Brandenburg	Landkreis Dahme-Spreewald	15910, Gröditsch, Landkreis Dahme-Spreewald, Brandenburg
15910	Kuschkow	Brandenburg	Landkreis Dahme-Spreewald	15910, Kuschkow, Landkreis Dahme-Spreewald, Brandenburg
15910	Schuhlen-Wiese	Brandenburg	Landkreis Dahme-Spreewald	15910, Schuhlen-Wiese, Landkreis Dahme-Spreewald, Brandenburg
15910	Alt-Schadow	Brandenburg	Landkreis Dahme-Spreewald	15910, Alt-Schadow, Landkreis Dahme-Spreewald, Brandenburg
15910	Schlepzig	Brandenburg	Landkreis Dahme-Spreewald	15910, Schlepzig, Landkreis Dahme-Spreewald, Brandenburg
15910	Pretschen	Brandenburg	Landkreis Dahme-Spreewald	15910, Pretschen, Landkreis Dahme-Spreewald, Brandenburg
15910	Rietzneuendorf-Staakow	Brandenburg	Landkreis Dahme-Spreewald	15910, Rietzneuendorf-Staakow, Landkreis Dahme-Spreewald, Brandenburg
15910	Hohenbrück-Neu Schadow	Brandenburg	Landkreis Dahme-Spreewald	15910, Hohenbrück-Neu Schadow, Landkreis Dahme-Spreewald, Brandenburg
15910	Wittmannsdorf-Bückchen	Brandenburg	Landkreis Dahme-Spreewald	15910, Wittmannsdorf-Bückchen, Landkreis Dahme-Spreewald, Brandenburg
15910	Dürrenhofe	Brandenburg	Landkreis Dahme-Spreewald	15910, Dürrenhofe, Landkreis Dahme-Spreewald, Brandenburg
15910	Unterspreewald	Brandenburg	Landkreis Dahme-Spreewald	15910, Unterspreewald, Landkreis Dahme-Spreewald, Brandenburg
15910	Krausnick-Groß Wasserburg	Brandenburg	Landkreis Dahme-Spreewald	15910, Krausnick-Groß Wasserburg, Landkreis Dahme-Spreewald, Brandenburg
15910	Schönwald	Brandenburg	Landkreis Dahme-Spreewald	15910, Schönwald, Landkreis Dahme-Spreewald, Brandenburg
15913	Butzen	Brandenburg	Landkreis Dahme-Spreewald	15913, Butzen, Landkreis Dahme-Spreewald, Brandenburg
15913	Goyatz	Brandenburg	Landkreis Dahme-Spreewald	15913, Goyatz, Landkreis Dahme-Spreewald, Brandenburg
15913	Biebersdorf	Brandenburg	Landkreis Dahme-Spreewald	15913, Biebersdorf, Landkreis Dahme-Spreewald, Brandenburg
15913	Straupitz	Brandenburg	Landkreis Dahme-Spreewald	15913, Straupitz, Landkreis Dahme-Spreewald, Brandenburg
15913	Ressen-Zaue	Brandenburg	Landkreis Dahme-Spreewald	15913, Ressen-Zaue, Landkreis Dahme-Spreewald, Brandenburg
15913	Alt Zauche	Brandenburg	Landkreis Dahme-Spreewald	15913, Alt Zauche, Landkreis Dahme-Spreewald, Brandenburg
15913	Groß Leuthen	Brandenburg	Landkreis Dahme-Spreewald	15913, Groß Leuthen, Landkreis Dahme-Spreewald, Brandenburg
15913	Byhleguhre	Brandenburg	Landkreis Dahme-Spreewald	15913, Byhleguhre, Landkreis Dahme-Spreewald, Brandenburg
15913	Neu Zauche	Brandenburg	Landkreis Dahme-Spreewald	15913, Neu Zauche, Landkreis Dahme-Spreewald, Brandenburg
15913	Groß Leine	Brandenburg	Landkreis Dahme-Spreewald	15913, Groß Leine, Landkreis Dahme-Spreewald, Brandenburg
15913	Krugau	Brandenburg	Landkreis Dahme-Spreewald	15913, Krugau, Landkreis Dahme-Spreewald, Brandenburg
15913	Laasow	Brandenburg	Landkreis Dahme-Spreewald	15913, Laasow, Landkreis Dahme-Spreewald, Brandenburg
15913	Klein Leine	Brandenburg	Landkreis Dahme-Spreewald	15913, Klein Leine, Landkreis Dahme-Spreewald, Brandenburg
15913	Briesensee	Brandenburg	Landkreis Dahme-Spreewald	15913, Briesensee, Landkreis Dahme-Spreewald, Brandenburg
15913	Jessern	Brandenburg	Landkreis Dahme-Spreewald	15913, Jessern, Landkreis Dahme-Spreewald, Brandenburg
15913	Wußwerk	Brandenburg	Landkreis Dahme-Spreewald	15913, Wußwerk, Landkreis Dahme-Spreewald, Brandenburg
15913	Byhlen	Brandenburg	Landkreis Dahme-Spreewald	15913, Byhlen, Landkreis Dahme-Spreewald, Brandenburg
15913	Dollgen	Brandenburg	Landkreis Dahme-Spreewald	15913, Dollgen, Landkreis Dahme-Spreewald, Brandenburg
15913	Mochow	Brandenburg	Landkreis Dahme-Spreewald	15913, Mochow, Landkreis Dahme-Spreewald, Brandenburg
15913	Lamsfeld-Groß Liebitz	Brandenburg	Landkreis Dahme-Spreewald	15913, Lamsfeld-Groß Liebitz, Landkreis Dahme-Spreewald, Brandenburg
15913	Glietz	Brandenburg	Landkreis Dahme-Spreewald	15913, Glietz, Landkreis Dahme-Spreewald, Brandenburg
15913	Sacrow-Waldow	Brandenburg	Landkreis Dahme-Spreewald	15913, Sacrow-Waldow, Landkreis Dahme-Spreewald, Brandenburg
15913	Leibchel	Brandenburg	Landkreis Dahme-Spreewald	15913, Leibchel, Landkreis Dahme-Spreewald, Brandenburg
15913	Caminchen	Brandenburg	Landkreis Dahme-Spreewald	15913, Caminchen, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick Waltersdorf	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick Waltersdorf, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick Beesdau	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick Beesdau, Landkreis Dahme-Spreewald, Brandenburg
15926	Schlabendorf	Brandenburg	Landkreis Dahme-Spreewald	15926, Schlabendorf, Landkreis Dahme-Spreewald, Brandenburg
15926	Bersteland	Brandenburg	Landkreis Dahme-Spreewald	15926, Bersteland, Landkreis Dahme-Spreewald, Brandenburg
15926	Walddrehna	Brandenburg	Landkreis Dahme-Spreewald	15926, Walddrehna, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick Riedebeck	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick Riedebeck, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick Weißack	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick Weißack, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick Gehren	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick Gehren, Landkreis Dahme-Spreewald, Brandenburg
